repo,relpath,size_bytes,sha256,sha1_blob,loc,top_level_symbols
omni,src/omni_anomaly_engine/domains/ciad/compliance/osha_compliance_anomaly.py,26608,2bef47773c37e7c15ae1432695bdd0f4ede05d60ee7e577794dce930ba579ed4,e709bed43d1d70e5b3850d773100f375e6497856,666,cls:OSHASector;cls:HazardCategory;cls:ComplianceLevel;cls:OSHAHazard;cls:OSHATrainingRecommendation;cls:OSHAComplianceDetector;def:get_osha_compliance_detector
omni,src/omni_anomaly_engine/domains/ciad/compliance/tlp_handler.py,12446,db880bbbbdb7900c63830f468d4f28c858b2b0e8ab927705a08a38b86d74681b,d9503b03d4b878d7fd44da2c08f039dca47f1795,313,cls:TLPColor;cls:TLPClassification;cls:TLPHandler;def:get_tlp_handler
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,0,
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/biometric.py,9914,fb1cac1ef3314ba7943b611fd4f15dff11dffe55588da27855d3115ed05ccb05,0da0dd3c446065d03a8c5ac1f3285a15847215c2,271,cls:HarmonicDecomposer;cls:FourierAnalyzer;cls:BiometricAnomalyModel
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/core.py,14232,fe0f86dbd8964a243a3ddd548ff5dfdfaa974298890baa509040926c1e6f1fc3,bf2982a5633ec3b10a68485322d7571d59636083,384,cls:OverwatchNexusResult;cls:OverwatchNexus
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/crisis_monitor.py,7563,12fd2812e3f0b57cad9bc4a820e7e2dd304aec458723c694577c26450e16fa0f,1405dd671efc566e737cf4dc784d8c44da9e94de,215,cls:CrisisAlert;cls:CrisisMonitor
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/cyber/__init__.py,249,6a05d137be78677b57748c4db640f2bd0e1c9fed90141a6a4bc0f14a6938c31a,7385d54000ac4160175dc7f1f3cbfb620b4bb148,6,"__all__:SpaceInfrastructureMonitor,CrossBorderIntelligence"
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/cyber/cross_border_intel.py,4205,b700bcc62004fb0ad8caa7574d8bde41d594eabca9fcb28414bedad3a87ab46a,8345fe8433b12949fa2a3b91f3896e1af6d0c49e,115,cls:CrossBorderIntelligence
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/cyber/cyber_fortress.py,16666,a489190a79cd305c54c0775aef470b981eeb8287f6f1aba26803b289ea625465,739e590840d4f084f7e1eca635a11bf3e84a852b,453,cls:FortressResult;cls:ResonanceHashIntegrityChecker;cls:MultiverseZeroDaySimulator;cls:EncryptedTrafficAnomalyDetector;cls:CyberFortress
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/cyber/quantum_risk_cyber.py,33214,75ef81aa5aba67500b1036db1a823e96f11c9cf9f5ca97d40eaa5b5818e95816,f93d7e22bc7156f9751e188ae397a0af00954305,876,cls:ThreatLevel;cls:CryptoSystem;cls:QuantumThreat;cls:QuantumRiskCyber;cls:PostQuantumMigrationPlanner
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/cyber/space_infrastructure.py,7453,bb83a233b694420395abdf108af316178fb3b4e3c08bfa6b85585451487fc47f,5c5ddd368d952c774e10870822acb5fb88bd3802,179,cls:SpaceInfrastructureMonitor
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/cybint_subprocessor.py,22434,4e71167fa6c48b5e60c3ada87f6acfac75494254fe3312eb32dbef8a8c128859,78f495314d9fe11df45db481bfd0eb7c68b7ba64,628,cls:APTGroup;cls:MalwareFamily;cls:CyberKillChainStage;cls:ThreatActorType;cls:CYBINTAnalysisResult;cls:APTPatternRecognizer;cls:MalwareTaxonomyClassifier;cls:C2InfrastructureDetector;cls:ZeroDayIndicatorAnalyzer;cls:CYBINTSubProcessor
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/encryption.py,11950,595c22b17110fd24e2f2033f796c07397726f2c5bcaaf737cb76dffcb8aa5609,a984a12ffbd53ebf6e7a839001acbabf220f1643,372,cls:QuantumResistantEncryption;cls:SecureDataHandler
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/hive_firewall.py,14627,b14e5979b049e0f1eb906c689855b905fa49357d25a42f9e669c0a1530123a2a,869fb462b57540ae0d2b0875b69346ef7cb1d14b,446,cls:HiveNode;cls:ThreatBlocking;cls:HiveFirewall
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/int_sources.py,42488,16a8fd8d3f5ab3dd92bb9dd438b6c958c9a6d4003380f2e78c7b4f5eadfb36f4,aa5ee86676a7ae66bcfeaf01624ec02993ad855a,1241,cls:OSINTAnalysisResult;cls:OSINTProcessor;cls:COMINTAnalysisResult;cls:COMINTProcessor;cls:HUMINTAnalysisResult;cls:HUMINTProcessor;cls:GEOINTAnalysisResult;cls:GEOINTProcessor;cls:IMINTAnalysisResult;cls:IMINTProcessor;cls:CYBINTAnalysisResult;cls:CYBINTProcessor;cls:FININTAnalysisResult;cls:FININTProcessor;cls:SIGINTAnalysisResult;cls:SIGINTProcessor;cls:ELINTAnalysisResult;cls:ELINTProcessor;cls:MASINTAnalysisResult;cls:MASINTProcessor;cls:CryptanalysisResult;cls:CryptanalysisProcessor;cls:MeteorologicalIntelResult;cls:MeteorologicalProcessor;cls:TrafficAnalysisResult;cls:TrafficAnalysisProcessor;cls:IntelligenceSourceRegistry;def:create_int_source_registry
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/intelligence_fusion.py,26699,fa2ff40cc15e46e51b44ceb4fa57d06bbcffc5fcae120568a2e7ba48b3cbe473,03fd5d2ff31d99b7be47275be38676bb5bdf9f49,729,cls:IntelligenceDiscipline;cls:ThreatLevel;cls:IntelligenceFusionResult;cls:AllSourceFusionNetwork;cls:IntelligenceFusionEngine;def:create_omni_intelligence_scalars
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/overwatch_nexus/__init__.py,1110,fbe60940f1ed8ebe903db9a58fb8f263d884bd0f7de7f6473d9c5849a5a9e383,f52088a59b23dc30aec4b9328d5d8e8e88853798,24,__all__:OverwatchNexus
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/overwatch_nexus/anti_terrorism/__init__.py,250,f75849352b2f7cc19ac2e161e37b00aac4d409eb4ec16989918c492b5c87037f,9d6969b2971f91bed3d29f4e3430e532323d32bf,10,__all__:TerrorismPatternDetector
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/overwatch_nexus/bio_threats/__init__.py,442,15f5d0638470d5a07f1eceb29c3ad7774ab39980f5f6269186749391e203bd65,e79be3bf6bde750c0b048e0678df972b88027c4d,15,__all__:PathogenDetector
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/overwatch_nexus/humanitarian_ci/__init__.py,344,b59931b91cb244c62c318e3f904811d384a57cafa48586dc061a6e894fbace0a,20f4a483cb90b06b904503bed0e97afe03fee4c6,13,__all__:CrisisMonitor
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/overwatch_nexus/intel_types/__init__.py,81,5b4e5739fe48db4dbc6e7959f8c4baf5a26a45880b41ef879ffba13e1d114ba7,f2ad9a044fa2789dd5cbcd9d3f643755231a295d,3,__all__:
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/overwatch_nexus/pandemic_forecasting/__init__.py,398,cbad9cffde4660bc5903369b72c536e06675ca52d5634a7e1e996be4466c6d60,2f8b06d76913d307a67af467006875a31a1ede94,15,__all__:EpidemicForecaster
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/pattern_recognition.py,4175,a060eae45df22d22529f332504045ad890d1911f5cf195580ea9971e690a609c,56662250a8dc2b3c5e17e0cda3fcca1af2fd565d,128,cls:TerrorismThreatResult;cls:TerrorismPatternDetector
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/rate_limiting.py,1051,1594334ac340f129a6634879ea9b7a65aaa835fb94d635c579e9bcaef5807f97,cac42a45ac548f6a9880672fba4d4b9c0408b840,36,cls:RateLimiter
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/realtime_threat_detection.py,9077,b058f8d8fa56750ca63f46ad8eb1c114cc2a75f2d04dc559d4dda6b37164ede6,5514b8c968d5e6d15b11ea0e91544ab1ba29463f,280,cls:ThreatSignature;cls:RealTimeThreatDetector;cls:AdaptiveThreatDetector
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/tempest_detection.py,19444,7269e12cff7a2c85f3a813e31e577e82ec7edf1644b122254c68d35bd7a5507d,b434f021482755802e2cfa9cf0c03b118e4115df,521,cls:EmanationType;cls:TEMPESTThreatLevel;cls:TEMPESTAnalysisResult;cls:RFSpectrumAnalyzer;cls:VideoEmanationDetector;cls:SideChannelVulnerabilityAssessor;cls:EMSECCountermeasureGenerator;cls:TEMPESTDetector
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/threat_detection.py,7361,bca4dcd6e7342c2714d1932702b8d7230e0e192cf60042f1c227741fef1666f8,b276b186d3072d17fdb13dbf07ce3f5834edd0a9,249,cls:BanishmentAction;cls:ThreatDetector
omni,src/omni_anomaly_engine/domains/ciad/cyber_security/traffic_analysis.py,20609,986def90900da2bf2ab63ca986d588f2db76d60012d3dd462dd2b691e300f1fe,1133c6a74754300fae0873facc1c6c9f22b3fb4d,583,cls:TrafficAnomalyType;cls:TrafficAnalysisResult;cls:NetworkFlowAnalyzer;cls:CommunicationGraphAnalyzer;cls:EncryptedTrafficFingerprinter;cls:CovertChannelDetector;cls:TrafficAnalysisEngine
omni,src/omni_anomaly_engine/domains/ciad/economic/__init__.py,166,1f3e7409976a74a1a3c6622e087d9de8b46b4da9f52ed5a9952c1ffcac355289,b9025ac794b8a1e91893f70c2d8c4bcb17888b0f,5,__all__:WorldBankSectorsMonitor
omni,src/omni_anomaly_engine/domains/ciad/economic/anomaly_detector_financial_crisis.py,16840,b39717ff1b5340cc931be9631114019fff759c39250cb00aa7d631e91ccedaa9,2492bdd0834a0208dc573116c322b5ed82a9164b,478,cls:CrisisType;cls:CrisisSeverity;cls:FinancialCrisisPredictionResult;cls:MarketCrashDetector;cls:BankingStressDetector;cls:FraudDetector;cls:SystemicRiskAnalyzer;cls:FinancialCrisisDetector
omni,src/omni_anomaly_engine/domains/ciad/economic/world_bank_sectors.py,10106,b49836182b909b9e933035cde136d8a9f1d849205b7770d54ab418e99a10e1bf,cc3acb85b8e52b86cdc9214f6e00498e6d75a022,256,cls:WorldBankSectorsMonitor
omni,src/omni_anomaly_engine/domains/ciad/government/__init__.py,124,81955e4a2ab6672f5d4eeab46f216a9ec350209c397f0e5f1fc400ca0f8b85de,138a2728ab49036d3e7c83ed0c5e3b2403e9a082,5,__all__:NCFMonitor
omni,src/omni_anomaly_engine/domains/ciad/government/communications_it.py,6713,f1ec61f52931c9345157cef8a0b468505f641f2b6f5dc60fe0506cdad3af6149,5843bace4d7da4cc2a951ab8036d5a15d4a99e3b,192,cls:CommunicationsITDetector
omni,src/omni_anomaly_engine/domains/ciad/government/ncf_monitor.py,10359,c257325d34ea021382f3cb2e5ad0ec124d1fc0a0c4767eba99a9dc3ba728a42c,a6b307c9ca5e6aae5eee48fb6e80ca47424c5e76,268,cls:NCFMonitor
omni,src/omni_anomaly_engine/domains/ehead/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,0,
omni,src/omni_anomaly_engine/domains/ehead/earth_sciences/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,0,
omni,src/omni_anomaly_engine/domains/ehead/earth_sciences/energy/__init__.py,128,f9f9e0bc8ecb4d01653b59ea260186719e521cf068ec4b8cf40f04d213156d1b,f439d78531358b03f8fae83663f74238f647757e,5,
omni,src/omni_anomaly_engine/domains/ehead/earth_sciences/energy/anomaly_detector_emp.py,13971,f5770914ef9f94e78b2b3b74366246565fe85983ae04826f405d3c73ba51d159,8e8d6af54db7f7236e81717cf8795a18eed95639,417,cls:EMPType;cls:ThreatLevel;cls:EMPPredictionResult;cls:E1PulseDetector;cls:E3PulseDetector;cls:IntentionalEMIDetector;cls:EMPDetector
omni,src/omni_anomaly_engine/domains/ehead/earth_sciences/energy/energy_dams.py,10609,ae7e6201d606fc90dc975b13370cbc66317060f481649e9fdec5679cf4086c25,3020d69a836747e06bcbbfd4577e23f73d5900ea,299,cls:EnergySubsector;cls:DamType;cls:EnergyDamsDetector
omni,src/omni_anomaly_engine/domains/ehead/earth_sciences/energy/energy_optimization.py,8283,8eecc460f7359e945f3afb6069d9cb83b327f8157ed52a565738a17db0e8aa02,f8228886222ee70afa9052a531d923f6bc7123a4,255,cls:EnergySource;cls:EnergyProfile;cls:EnergyOptimization
omni,src/omni_anomaly_engine/domains/ehead/earth_sciences/geology/__init__.py,112,377199e0409eab03af62385e74b0dc7ccd80ee4b6b116e9f8662acb1537ec745,e11395b36e253c5e90dc39b788994423ada0241e,5,
omni,src/omni_anomaly_engine/domains/ehead/earth_sciences/geology/anomaly_detector_landslide.py,14670,dec7329b66d9125a597e2b759d2fee797dbf76acb84c482273d4ed8a396bc78e,72e5759f140296bfe5a3c11f5c1953214294e9dc,428,cls:LandslideRiskLevel;cls:LandslideType;cls:LandslidePredictionResult;cls:RainfallTriggerModel;cls:SeismicTriggerModel;cls:SlopeStabilityModel;cls:LandslideDetector
omni,src/omni_anomaly_engine/domains/ehead/earth_sciences/geology/anomaly_detector_volcanic.py,21107,917ce3cf3bb51e859d4c76e8b82826d74909a52a4c172560de78e27eb5576116,74711cb30ffb779502ac2e4d4a183f88e0445d4b,607,cls:VolcanicActivityLevel;cls:EruptionType;cls:VolcanicPredictionResult;cls:SeismicSwarmDetector;cls:ThermalHotspotDetector;cls:GasEmissionAnalyzer;cls:InSARDeformationDetector;cls:EruptionForecastModel;cls:VolcanicEruptionDetector
omni,src/omni_anomaly_engine/domains/ehead/earth_sciences/geology/anomaly_detector_wildfire.py,9571,a56b2d07c8f59cd99dc8fcd1674ef72b1d4f8df4ed62af15fef0f50364eb7d28,b2249acff91e9167fc2319fc534f4bef1ccfff55,295,cls:FireRiskLevel;cls:WildfirePredictionResult;cls:FireIgnitionDetector;cls:FireSpreadModel;cls:WildfireDetector
